Introduction,Cluster
"'Skinny' Shannon Culver(born October 5, 1971) is a formerCanadian Football Leaguewide receiverfor theBaltimore Stallions(1994–95)Spring Football LeagueLos Angeles Dragons(2000),XFLOrlando Rage (2001) andArena Football Leaguewide receiverforAnaheim Piranhas(1997), theGrand Rapids Rampage(1998), theLos Angeles Avengers(2000–2001), theDallas Desperados(2002–2003), and theAustin Wranglers(2004). He then signed with theArizona Rattlersafter taking the 2005 season off.[1]Culver playedcollege footballfor theOklahoma State CowboysandLos Angeles Pierce College. Culver attendedPalmdale High SchoolinPalmdale, California, and was an All-League, and an All-CIFselection.[citation needed]",-1
"Joshua Ben Karha(Hebrew:יהושע בן קרחה,Yehoshuaʿ ben Karḥa(orben Korcha), was atannaor Jewish sage from the era between 10–220. He was a colleague ofRabbi MeirandSimeon ben Gamaliel II, and a disciple ofRabbi Akiva. Some believe that he was the son ofRabbi Akiva, who is referred to in theTalmudasHebrew:הקרthe bald.[1][2]However, others disagree, as inTosafotPesachim 112a. He never mentions Akiva in his teachings and would have done so had Akiva been his father.[3] Joshua rebukedEleazar ben Simeon, who had delivered Jewish criminals over to the Romans: You vinegar son of wine [= degenerate scion of a noble father], how long will you give the people of our God unto death? inBava Metzia83b. Joshua lived a long life, and blessedJudah ha-Nasiwith a wish to live half as long as he had inMegilla28b. TheMishnahcites few of Ben Karha'shalakhic commentariesin his name, and the few ones that are recorded are in conjunction with anothertanna. Thus, the Babylonian Talmud cites Karha's practice on the authority ofEleazar ben Azariah: Similarly, R' Yehoshua ben Karcha would declare pure due to [the authority of] R' Eleazar ben Azariah inTosefta, Tractate Negaim, 7:3. In theJerusalem Talmudon the authority ofYochanan ben NuriinKil'ayim, 4:2 and his ruling along withJose ben Halaftain the matter of the construction ofJerichoinSanhedrin, 14:2. Compared to the few halachic commentaries, manyaggadahcommentaries are recorded in his name. This article incorporates text from a publication now in thepublic domain:Singer, Isidore; et al., eds. (1901–1906).JOSHUA B. ḲARḤA.The Jewish Encyclopedia. New York: Funk & Wagnalls.",-1
"Amphibian and Reptile Conservation(ARC) is a British wildlifecharityformed in July 2009 by theHerpetological Conservation Trust.[1][2]It supports the conservation of frogs, toads, newts, snakes and lizards, and the habitats on which they depend. Amphibian and Reptile Conservation has around 30 members of staff working across the UK and owns, leases or formally manages over 80 reserves covering more than 1500 ha (3800 acres) and a variety of different habitats, from coastal dunes to clay pits, woodland to heathland. As well as being one of the UK's leading managers of lowland dry heathland, ARC carries out a variety of national and regional projects and campaigns working with hundreds of volunteers and many professional partners.",-1
"Star Legend(formerlyRoyal Viking Queen,Queen OdysseyandSeabourn Legend) is acruise shipconstructed by Schichau-Seebeckwerft in Bremerhaven, Germany and operated byWindstar Cruises. She is the identical sister ship ofStar PrideandStar Breeze, all designed by Petter Yran and Bjørn Storbraaten.[2] The construction of the ultra-luxury cruise yachtRoyal Viking Queenbegan in 1990 by Schichau-Seebeckwerft in Bremerhaven, Germany. She was originally planned and ordered for Seabourn Cruise Line in 1990, but was delayed due to investors' financial constraints. The ship was ultimately purchased byRoyal Viking Line, and was the last ship they built, as well as the smallest. She was launched in May 1991 and completed in February 1992, then put into service forKloster Cruise. She operated her sea trials and her maiden voyage began on 11 February 1992 and was finished on 29 February 1992. The ship operated on various crossings for Royal Viking Line, a Kloster subsidiary. In 1995, the vessel's name was changed toQueen Odysseyafter it was assigned toRoyal Cruise Line, another Kloster subsidiary. It remained in operation for Royal Cruise Line until January 1996, when It was sold to Seabourn and joined her sister ships. Seabourn Legendwas featured in the 1997 filmSpeed 2: Cruise Control. She departed the Seabourn fleet in April 2015, and entered service forWindstar Cruisesin May 2015.[3] In 2018, Windstar Cruises announced thatStar Breeze,Star PrideandStar Legendwould be lengthened by adding a new midship section at Fincantieri in Palermo.[4]Construction of the new section started on 6 September 2019[5]and works on the ship started in March 2020. The lengthening was originally scheduled to be finished in June 2020, but was delayed because ofAsbestosfound in the engine room ofStar Breezeas well as theCOVID-19 pandemicand completed in May 2021.[6]",-1
"Michel Elefteriades(Arabic:ميشال ألفتريادس;Greek:Μιχαήλ Ελευθεριάδης; born 22 June 1970) is aLebanesepolitician, artist,[1]producer[2]and entrepreneur.[3]He is noted in theArab worldfor his unorthodox beliefs and opinions, which have generated controversy and ignited passionate responses from his supporters and detractors alike.",-1
"Betty Warfel(May 15, 1928 – September 23, 1990) was apitcherandutility infielderwho played in theAll-American Girls Professional Baseball Leaguebetween the1948and1949seasons.  Listed at 5 ft 8 in (1.73 m), 135 lb., Warfel batted and threw right-handed. She was born inEnola, Pennsylvania.[1][2] Betty Warfel was a highly versatile player for theRockford Peachesduring her two years in the league, helping her team win the championship title in each of these seasons. She served as arelieverandspot starter, while also being able to play atsecond base,third baseandshortstopwhen she was not pitching.[1] Following her baseball days, Warfel worked atWestinghouse Electric Companyfor 33 years. After retiring, she became an avidbowlerand enjoyed the outdoors.[3] Since 1988 she is part ofWomen in Baseball, a permanent display based at theBaseball Hall of Fame and MuseuminCooperstown, New York, which was unveiled to honor the entire AAGPBL rather than individual baseball personalities. Batting Pitching Fielding [1][3]",-1
"NA-134 Kasur-IV(این اے-134، قصور-4) is a newly created constituency for theNational AssemblyofPakistan. It mainly consists ofChunian Tehsiland includes areas of the Tehsil which were previously included in the now-abolishedConstituency NA-140. It also includes some Qanungo Halkas fromPattoki Tehsil– namely, Chak no. 34,Chakoki, andWan Adhan.[2][3]",-1
"Hastings RashdallFBA(24 June 1858 – 9 February 1924) was an English philosopher,theologian, historian, andAnglicanpriest. He expounded a theory known asideal utilitarianism, and he was a major historian of the universities of theMiddle Ages.[6]He argued forpersonal idealismandtheistic finitism.",-1
"Pang Qiong(Chinese:龐 瓊, born October 1, 1970) is a retiredChineserhythmic gymnast. She competed for China in therhythmic gymnastics all-around competition at the 1988 Summer Olympicsin Seoul. She tied for 14th place in the qualification round and advanced to the final, ending up in 11th place overall.[1]",2
"Talaat Aghasibey oglu Khanlarov(Azerbaijani:Tələt Ağasıbəy oğlu Xanlarov; 1927 – 2004), was aSoviet-Azerbaijaniarchitect, academician of theAcademy of Sciences of Azerbaijan, Honored Architect of the Azerbaijan SSR (1975), and Vice President of the International Academy of Architecture of the East.[1]",-1
"Nervilia simplex, commonly known astrembling nervilia[2]orround shield orchid,[3]is a small terrestrialorchidfound inSouthandSoutheast Asiaand inNew Guineaand northernAustralia. It has a single short-lived green flower with a whitelabellum. A more or less circular leaf held horizontally above the ground emerges at the base of the flowering stem after flowering.",-1
"Darwin's flycatcher(Pyrocephalus nanus) is aNear Threatened speciesofbirdin the familyTyrannidae, the tyrant flycatchers. It isendemicto theGalápagos Islands.[1][2]It is also called thebrujo flycatcher[3]andlittle vermilion flycatcher[4].",0
This is a list ofvillagesofChernivtsi Oblastin alphabetical order categorized by raion. More thorough lists of communities are available for each raion.,-1
Giuseppe Palma(born 20 January 1994) is an Italianfootballerwho plays forSerie DclubPuteolana.,2
"Sri Vengdajalpathi Perumal  Templeis located inKuppalnathamVillage,Peraiyur taluk,MaduraiDistrict,Tamil Nadu,India. The temple was 400 years old and  built in the period ofMADURAI NAYAK DYNASTY. It houses the shrines of vengdajalpathi, Arulmigu Sridevi and Bhudevi.[1] The temple has the shrines of Venkatajalapathi, Arulmiku Sridevi and Bhudevi. The temple is classified as a principal temple under the control of the Hindu Charities Department. Proceedings are administered by the Administrator pending litigation.",-1
